"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Wed. 22 July","Molten Love","23:00","1:00","hefe & Philea / somewhere near a fireplace","Somewhere near a fireplace. Lift your head high, let your nostrils tremble, and surrender to the incomparable scent of molten cheese.","Food/Drinks","","You shuffle hungrily through the cold night, freezing and slightly disoriented across the vast borderlands. Then — a delicious scent pulls you in. You hear cheerful, murmuring voices. Salvation is near: a pot of rich, soul-reviving fondue awaits you. Dip your bread into the melted cheese, and feel love and contentment spread through your grateful stomach.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Lesbian Sleep Puddle","23:00","8:00","Regina / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown.","Ritual/Ceremony","🌈🌈 Queer-focused · 🖤 Sex positive","A warm communal cuddle-nest in the Summerge tent, held by Regina through the small hours. Crawl in, get cozy, be held against the cold and the loneliness. 🐸🌙","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Renegade Open Stage","23:59","1:30","Fire Brigade / Fire Brigade","Swamp, grid square S16. In The Swamp at Fire Plaza, a gallery and red carpet area opposite the large tent of CIRCUS the ANALOG.","Music/Performance/Show","💥 Sensory content · 🦍 Adults only · 🚨 Triggering themes · 🖤 Sex positive","Ain’t ready for performing at the Cabaret just yet? This is the place to show your tricks that are too silly, short, bad, naked or disgusting for a normal stage. Challenge people in raspberry blowing or take your pants off while unicycling. Applause decides if you deserve a treat or a drink!","","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"Wed. 22 July","Soup Kitchen","23:59","1:00","Welcome Home Darling","Highlands, grid square O10. Follow your nose","Food/Drinks","","Come and get your tummies filled.","Recurring: expanded to 3 days (Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Wed. 22 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Hexemutters Galehus","0:00","23:59","Miss Information / Acid Aunties & Nasty Uncles","Sunny Hills, grid square J22. Look for a grumpy old hag - good luck","Games/Play","🦍 Adults only · 🌈 Queer-inclusive · 🚨 Triggering themes","Hexemutters Galehus

Warning: experimental medicine cabinet. 41 remedies — yours to judge, yours to draw. Side effects include self-knowledge, mild existential crisis and uncontrollable honesty.

We are not responsible for what the cards unlock.

Always open. We never sleep. Unless we sleep. Wake us and die","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"Thu. 23 July","LAZY TREATS HOUR","0:00","0:00","Anywhere, come find us!","Anywhere","Food/Drinks","🐵 Kid-friendly","When you've packed up all of your mojo, your tent feels impossibly far away, and truthfully.. you've got a tiny existential wobble brewing, come find us. Lazy Treats Hour will serve you hot toasties, silliness and giggles, plus a generous serving of camp love. Survival, but make it fabulous.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","The Wandering Tree","0:00","","GlitterTind","Bison - North, grid square O20. Shameless plaza next to sinnergirl","Crafting/Pimping/Arting","","Some say it moves when no one´s looking. Others say it only reveals itself to those who truly need a wish granted. In any case, if you find it: Hang a wish, tie a secret, weave a promise into its bark. Maybe it grants them, maybe it eats them. Either way, your business is no longer your own.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Hot sauna with icy fruits and popsicles!","0:00","23:59","Hot Sauna","Sunny Hills, grid square G21.","Food/Drinks","🐵 Kid-friendly · 🌈 Queer-inclusive","We will be serving icy stuff at random times. It’s up to the universe whether you get lucky or not.","Recurring: expanded to 5 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Supernova Sandwich Station: Savory Sandwich","0:00","0:00","Keepers of Le Observable Universe","Highlands, grid square L10. In the far west of the Highlands.","Art/Installation","🐵 Kid-friendly","Yet another anomaly is manifested by the Keepers of Le Observable Universe: a pop-up version of the Supernova Sandwich Station. Every bite is a cosmic revelation. Interact with celestial beings, meet fellow travelers, and play games that bend spacetime. Who knows - you might uncover the universe’s deepest secrets…","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","✺ DJ SET w/ haveabreak ✺","0:00","1:30","haveabreak / Passage to Lemuria","grid square P25. The southest part of bison, look for a portal like entrance","Art/Installation","🌈 Queer-inclusive · 💥 Sensory content","Fast, hard and unapologetically queer. Hyperpop, glitch and reggaeton collide in a sweaty, high-energy dancefloor journey. Come join the opening night for the Passage to Lemuria.","","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Thu. 23 July","Postnörd","0:00","23:59","Socialen","Bison - South, grid square O22. Corner on Sunset Plaza","Crafting/Pimping/Arting","","Send your(other)self a message in form of postcard from Borderland. Capture the fleeting moment and extract it out before it vanishes. Come hangout at Socialen, we offer a relaxed space to settle in a reflect for a moment and write yourself or others about your current state of mind.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Karaocakes","21:00","22:30","The Sweet Spot / The Sweet Spot","Lowlands, grid square P13. White with red decorations. Follow the glorious smell of pancakes.","Food/Drinks","","Brave enough to grab the mic? No singing skills needed! The Sweet Spot will never give you up, nor let you down. Instead we will serve all brave kareoke singers a warm pancake, fresh off the griddle. Top it however you dare: sprinkles, dried fruits, syrup, peanut butter or chaos. Glory awaits the bold!","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Co-created time capsules","0:00","0:00","JazzPrr","The time capsules will be placed in an open space in 4 different neighborhoods for co-creation. Stumble upon them or take your desired future message or trinket and ask another Borderling of they have seen where to forward them to the future.","Art/Installation","🐵 Kid-friendly · 😇 Sober · 🌈 Queer-inclusive · 🖤 Sex positive · 💥 Sensory content","Time capsules: portals to the past, filled with memories for future generations. Seal photographs, letters or trinkets — 4 capsules, one per cardinal direction, co-created and sealed by different neighborhoods at the end of this year's Borderland. In 2027 they'll be buried under permanent art, for future archaeologists or extraterrestrials to wonder what strange not-a-cult walked this land.","","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"Thu. 23 July","Leave No Trace Shower for Dirty Hippies","0:01","23:59","Michael Barner-Rasmussen (Dog) / Free camping","Text or WhatsApp +45 51 90 31 49 for location","Crafting/Pimping/Arting","🐵 Kid-friendly · 🌈 Queer-inclusive","Dust, sweat, glitter and forest. Bring water and enjoy a moment of warmth, care and renewal before returning to the adventure. Built with Leave No Trace principles, deep love., and a steadfast faith in my close to nonexistent technical skills.","Recurring: expanded to 6 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Black Gold Rites - kid friendly edition","13:00","14:00","Nils & Sigg / Jousting Jesters","Swamp, grid square Q19. South of Water Plaza","Food/Drinks","🐵 Kid-friendly · 💥 Sensory content","Cleanse your tarnished palette with irresistible flavors, and join us in a dark tasting ritual; a rite of passage for anyone calling themselves a zealot of the true black gold. It will be sweet, it will be salty, it will be gluttonous, and it will be sacrilegious. Welcome, to the cult of liquorice!","","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Thu. 23 July","✺ DJ SET w/ URHYMN ✺","1:30","3:00","URHYMN / Passage To Lemuria","grid square P25. The southest part of bison, look for a portal like entrance","Art/Installation","🌈 Queer-inclusive","Dark, deep and immersive electronic sounds for a hypnotic journey into the depths of Lemuria. Come join the opening night for the Passage to Lemuria.","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","House of SIN: Pleasure & Pain night","2:30","6:00","Mistress Mercury, Jonas Näslund & Theory / Club SIN","Bison - North, grid square N19. By the Shameless Plaza","Games/Play","🦍 Adults only · 🖤 Sex positive · 🌈 Queer-inclusive","Pleasure & Pain Night is an interactive experience with four guided stations: Magic Massage, Cuddle Corner, Sensation Surrender and Impact Zone. Explore, learn and connect at your own pace, with facilitators to guide you and a central dance floor for movement and connection.","","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Hobbyhorsing Contest","15:30","16:30","Akut / Kidsville","Lowlands, grid square P09.","Games/Play","🐵 Kid-friendly","Enter the small hobbyhorse contest. Open for everyone from horse whisperers to harness pulling whipping artists. BYOHH. If you haven't your horse with you, create one at Wednesday's hobbyhorse creation workshop. Disciplines: showjumping and dressage.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Open Circling","8:00","10:00","Gustav Orrevad / Room Of Requirement","Eastern Slope, grid square V19. Entry from the road","Workshop/Class","😇 Sober","Open circling. Unfacilitated, and co-created. 

My definition is that circling is a practise of connecting with ourselves and with others. 
A practise to feel our feelings and sensations. If something pushes to be voiced, it’s expressed without filtering.","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Power animal circle","9:00","10:30","SapphiraSkye / Circus the Analog","Swamp, grid square S18. Huge Circus tent","Yoga/Movement/Bodywork","🐵 Kid-friendly","A journey into the lower realms to meet your power animal or guide that will give you a vision of what you need to see and hear. Meet a guide for life and unlock tools for growth and change.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Kidsville Breakfast Club","9:00","11:00","Jan & Gabriela / Kidsville","Lowlands, grid square P09. Follow the crumbs","Food/Drinks","🐵 Kid-friendly · 😇 Sober · 🌈 Queer-inclusive","Kidsville serves breakfast: waffles, pancakes, Kaiserschmarrn and other delights. Bring your plate, spoon and smile","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","People watching","9:00","11:00","Lazy camp","Bison - North, grid square P22. We have a 10m dome","Games/Play","🐵 Kid-friendly","Find a good spot anywhere and just sit back and people-watch while relaxing. It looks like a Borderland movie, doesn’t it?","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Coffee For All  + Live Radio Show","9:00","18:00","Victoria Concordia / Moonwalkers","Highlands, grid square L09.","Food/Drinks","🦍 Adults only","Coffee is ready. The gossip fresh. Bring your cup, take a seat, and tune in to our live radio show with music, juicy stories, last night’s questionable decisions, surprise guests, and whatever else unfolds. Sip. Sit. Listen. Say something.","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Open Mat","9:00","10:00","Tantric Trolls","Highlands, grid square N11. The Pink Tantric Troll on the big workshop tent","Yoga/Movement/Bodywork","🦍 Adults only","Start the day on the mat with others through primal play, contact improvisation, Brazilian jiu-jitsu or a combination of the three.
There is no facilitator and no fixed structure, just a shared space to explore, connect and move together. Whoever arrives first kicks things off with a five-minute Tabata.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Sober Up Caffe","9:00","11:00","Michi / The Goslings","Wedge, grid square R21.","Food/Drinks","","A cozy spot to gently come back to life after a long night of dancing. Pull up a seat for coffee, tea, and cookies, and ease into the morning at your own pace. No rush, no noise, just a warm place to wake up.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Doggy Day Care at Camp Slothenhive","9:30","13:30","Crow (Debbie) / Slothenhive","Lowlands, grid square Q13. An enclosed area with dog toys and shade.","Games/Play","🐵 Kid-friendly · 🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive","If you want to leave your pooch for a few hours in a quiet campground to be watched by two volunteers, consider coming here.  It's hoped that people who leave their dogs also take a shift.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"Thu. 23 July","Daily Jungian Dream matrix","10:00","10:45","Robin Bäckström / Feromonia","Swamp, grid square T18. @Feromonia, look for glamping  bell tent with black chimney","Workshop/Class","😇 Sober","Curious on Jungian philosophy and your unconscious? A dream matrix is a space where we share nightly dreams, in order to open up your unconscious and rediscover nightly dreams you'd forgotten. After the matrix there'll be a short teaching and sharing. See insta @BLdreammatrix","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Your Inner Creature","10:00","11:00","Rgina Rx / Kidsville Workshop Dome","Lowlands, grid square P09.","Workshop/Class","🐵 Kid-friendly · 😇 Sober","What animal feels most like you? This is an invitation into playful self-expression.
We'll try discover the creature that lives within, giving it shape, movement, and a voice of its own. You can be as wild or as quiet as your inner creature wants to be. There are many ways to play - all of them belong here.
Primarily for children, but open to anyone!","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Orgone Accumulation - come use the accumulator and build up your life force","10:00","22:00","Mårten och Lova / Nest & Twigs","Bison - South, grid square P24. Nest & Twigs not far from the Bison","Yoga/Movement/Bodywork","","Participants will be soaked in orgone, showered with it, and possibly transformed by it. This is likely a once-in-a-lifetime opportunity to expose a large population to orgone. Available 24/7 for restorative use.
Guided Sessions and experiments will be announced on white board at camp.","Recurring: expanded to 5 days (Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat. 25 July, Sun.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Land into your capacity","10:00","12:00","Elin / Once Upon A Camp","Arctic chill, grid square O07. Go to the plaza of the Arctic Chill. You will see signs and a big beautiful cozy beige canvas tent with fairy lights.","Workshop/Class","🐵 Kid-friendly","2 hours to connect with your true capacity and find what feels most true for you for this day and the festival. 
Max 20 people.","Recurring: expanded to 2 days (Tue. 21 July, Thu. 23 July); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Voice Activation Workshop","10:00","0:00","Gustav Orrevad & Axel Jigander / Room Of Requirement","Eastern Slope, grid square V19. Entry from the road","Workshop/Class","😇 Sober","We'll explore our voices through singing (mostly vocals) and a set of voice games.

A workshop to activate you voice. An opportunity o dare to express yourself vulnerably through your voice. Perhaps your voice have been slumbering for years and is longing to be heard?","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Meditation in the dome","10:00","10:30","Self-led / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Yoga/Movement/Bodywork","😇 Sober","A place to meditate together in silence, and keep up your home practice, but in silent community. Do come along, first timers also welcome!","Recurring: expanded to 3 days (Thu. 23 July, Fri. 24 July, Sat. 25 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","The Curse of the Cave of Wonders","10:00","20:00","The 40-ish Thieves","Highlands, grid square N13.","Music/Performance/Show","🐵 Kid-friendly","The legend lives — and this year it walks among you! The curse of the Cave of Wonders has broken its seal: thieves, sorcerers and desert wanderers have escaped into the Borderland, and they're looking for you. For two days, live characters roam the camp weaving riddles, mischief and theatrical magic — a mysterious guide by the Bedouin Tent, a hidden clue, a quest you didn't know you'd joined. All welcome: every gender, every magic-maker. Queer stars of the Borderland, this adventure is yours too. Follow the whispers. Trust no one. Note: the Cave of Wonders escape room is open 24/7 for those who wish to go deeper.","Recurring: expanded to 2 days (Wed. 22 July, Thu. 23 July); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Lunar Yoga - Kundalini Yoga for women","10:00","11:00","Aline / Women who support women","Arctic chill, grid square O06. take the path on the right from pamper plaza, we are at the corner of the next turn","Yoga/Movement/Bodywork","","Welcome to Lunar Yoga - a yoga session using the ancient Kundalini yoga technology applied for WOMEN! Bring your yoga mat and reconnect with yourself. Satnam, Aline","Recurring: expanded to 2 days (Tue. 21 July, Thu. 23 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Playfight & Flow","10:15","11:45","Timmy / Tantric Trolls","Highlands, grid square N11. Penta Plaza","Yoga/Movement/Bodywork","","Come wrestle like puppies, move like ninjas and flow like water. Playfight & Flow is a movement workshop with games, soft sparring, balance battles and creative chaos - while exploring flow and the triggers that help us drop into it.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Aerial silk workshop: The art of the tangle","10:30","12:00","Daniela / Circus the Analog","Swamp, grid square S18. Huge Circus tent","Yoga/Movement/Bodywork","🐵 Kid-friendly","Defy gravity and discover fluid movement trough dynamic sequences and surprinsing wraps. Come to fly in the air and transform the silks into your own canvas.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Daily Drop-In with the Conflict Resolution Team","10:30","11:30","The Conflict Resolution Team","Sunny Hills, grid square J20. Outside Clown Police HQ","Party/Gathering","🐵 Kid-friendly · 🌈 Queer-inclusive","Stuck in a conflict? Meet the CRT any day. We don’t take sides or decide for you. We’re here to listen, offer mediation tools, and help find ways to coexist. Stop by to chat, learn, or get support!

Conflicts should be solved between those involved, but if that isn’t possible, you can turn to us!","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Morning Mariahlini","10:30","10:45","Simo / Mariah Carey","Arctic chill, grid square L06.","Yoga/Movement/Bodywork","🌈 Queer-inclusive","Energizing morning wellness routine as a mix of age-old body technologies and modern-day diva sounds. Breathe in and out with Mariah Carey and raise some kundalini energy for your day. Take a dip in the lake after!","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Circling/relatefulness/Surrendered Leadership","10:30","12:00","Depends on the day, see program board by SG / Secret Garden","Downtown, grid square M21. Big white star shaped tent in the Secret Garden","Workshop/Class","🦍 Adults only · 😇 Sober","One never has anything to do with another person without holding something of that person's life in ones hands.

If meditation is an art of being
Circling is an art of being-with

Come explore who you are in the meeting with others and the incredible richness of human connection in all its flavours.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Thu. 23 July","The Holy Nipple Worship Workshop","11:00","13:00","Morten / Camp Holy Mess","Arctic chill, grid square O07.","Workshop/Class","🦍 Adults only","A playful tantric journey through the six senses—touch, sight, sound, smell, taste, and intuition. Together we’ll explore presence, consent, curiosity, and connection in a safe, lighthearted, and heart-opening space.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Healing vidrations","11:00","13:00","Tim / Chillcamp","Highlands, grid square M11.","Workshop/Class","🐵 Kid-friendly · 💥 Sensory content","Come enjoy a sound healing session followed by a workshop in weighted tuning forks.","","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Thu. 23 July","Healing vibrations","11:00","13:00","Tim Davidsson / Chilldome","Highlands, grid square M11. Big dome on the Penta Plaza.","Ritual/Ceremony","","Come enjoy the healing sounds of crystal singing bowls and vibrations of weighted tuning forks. We will enjoy 35-45 minutes of singing bowls and after that we pair up to enjoy tuning forks with different frequencies for the rest of the time.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","House of SIN: Greed | /The Art of Wanting","11:00","13:00","Pyt / Club SIN","Bison - North, grid square N19. By the Shameless Plaza.","Workshop/Class","🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive","Greed | the art of wanting!
Are you curious about the enticing world of BDSM? 
Learn to feel, own and share your desires. Explore how to establish a power dynamic, play with giving/receiving commands, practice navigating consent, boundaries and needs. Let’s play together!
Please come paired | No experience needed | Fuck gender roles","","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"Thu. 23 July","Cat yoga","11:00","12:00","Line / Cuddle Cloud","Wedge, grid square R21. We're located in the Wedge neighbourhood, across the road from a swamp with a massive rock","Yoga/Movement/Bodywork","🐵 Kid-friendly","Feeling stif after yesterdays shananigans? Come join a soothing cat yoga session inspired by mindful movements from our flexible, feline friends. We will stretch, de-stress and share a puurfect moment to get you ready for another day of playfulness in the playa. (There will be no live cats. You are welcome to bring your best cat pose). See you on the mat! Miav!","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Acro Yoga for Playful Chaos","11:00","12:00","Franck and Agathe / Fire Brigade","Swamp, grid square S16. In The Swamp at Fire Plaza, a gallery and red carpet area opposite the large tent of CIRCUS the ANALOG.","Yoga/Movement/Bodywork","","Trust, balance, laughter and occasional graceful collapse. Learn to fly, catch, and connect through movement. No experience needed, just curiosity and a willing partner.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Ask your father anything (or tell him to f*** o**!)","11:00","20:00","Michael Barner-Rasmussen (aka. Dog) / Free camp","We're not placed yet, call WhatsApp +45 51 90 31 49","Art/Installation","🐵 Kid-friendly · 🌈 Queer-inclusive · 🚨 Triggering themes","Ask Your Father Anything. Pull up a chair and have the conversation you never had. Ask for advice, comfort, approval, understanding, or answers. Rage, laugh, cry, or sit in silence. For a moment, You will be met, listened to and if you want, answered.","Recurring: expanded to 6 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Thu. 23 July","Queers & FLINTA* Fun","11:00","15:00","Pamper Temple / House of Glöd","Arctic chill, grid square P06.","Crafting/Pimping/Arting","🌈 Queer-inclusive · 🌈🌈 Queer-focused","Queers & FLINTA* (women, lesbians, intersex, non-binary, trans & agender people), ready for a safer space full of care, creativity & community? Enjoy sauna, massages, make-up magic, fresh fruit, workshops and beautiful connections. Come by and let’s shine together!","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Ambient Peanut Butter Jam","11:00","14:00","Hanna / Jam Camp","Lowlands, grid square R13.","Workshop/Class","","No drums
Electro acoustic and vocals 
Chilled out Electronic beats
synths vocals and spacey sounds. 
Analog visual projection by Hanna
Want to bring your synth? come half an hour before we start.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Dolce far niente","11:00","12:00","Lazy camp","Bison - North, grid square P22. Big 10m diameter dome","Games/Play","🐵 Kid-friendly","Master the magical art of doing nothing! No goals, no to-dos just you, a comfy
spot, and sweet, glorious idleness. Hug a tree, wiggle your toes, daydream
wildly. It’s fun, it’s freeing, it’s fabulously unproductive. Permission to laze:
granted!","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Pinky's Liquid Brunch","11:00","18:00","Pink Parachute / Pink Parachute","Lowlands, grid square P13.","Party/Gathering","🌈 Queer-inclusive","The civilized way to greet a Thursday. 🥂 The mimosas start flowing from 1100. Stay all day, then stumble over to SpacePort’s Cabaret a little sparkly. 💕🪂 cosima, Scottjeg, Alexander Paulski, One or Several Wolves, and Technymph lubricate the floor w/ saucy House, Disco & other top-shelf sleaze","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Breakfast and speeddating","11:00","12:00","Captain Hook / Admiral Emmalsion / Secret Sailors","Lowlands, grid square R12. Outside the tent of Secret Sailors, inside of raining.","Food/Drinks","🦍 Adults only","Join a breakfast for champions:  breakfast food will be served together with a side of sparks: new friends, maybe even a future partner and top shelf questions to ask each other.","Recurring: expanded to 3 days (Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","A Little Yoga with Little Bear","11:00","12:00","Little Bear / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Yoga/Movement/Bodywork","😇 Sober","A morning vinyasa with an eclectic mix of Tai Chi, Qi Gong, somatics and a sprinkle of stand up comedy; we don’t take anything too seriously.","Recurring: expanded to 2 days (Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Toothpaste tasting","11:00","12:00","The morning paste society","Eastern Slope, grid square U21.","Crafting/Pimping/Arting","🐵 Kid-friendly · 🌈 Queer-inclusive","Make brushing your teeth a fun and absurd way of getting to know new people and new toothpastes! We take you to a trip around the world's most exquisite toothpastes. 
BYOT (Bring your own toothbrush -and pimp it at our craft booth!-) 
No toothbrush ? Pass by for a shot of mouthwash you stinky hippie ! 
Fun toothpastes ? Bring them all !","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Melt Into Her: Yin Yoga","11:00","13:00","Nyx / The Sapphic Pond","Sunny Hills, grid square J21. Follow the lesbian flag and the fairy lights to the water, the cluster of tents around the Pond with the bell tent at the heart.","Yoga/Movement/Bodywork","😇 Sober · 🌈🌈 Queer-focused","Melt into the soft hours with a slow, juicy yin yoga practice for femmes loving femmes (butches & nb folks included). Long-held poses, deep breath, gentle touch, come home to your body by the water. All levels, all bodies. Daily at 11, bring yourself, leave puddly 🐸","Recurring: expanded to 8 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Wisdom of the circle  Sharing","11:00","12:00","Sofia Cerne / The Source","Lowlands, grid square S12. Near Lowland Plaza","Workshop/Class","🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive","Before there were stages, there were circles. Join us in an ancient practice of listening, sharing and witnessing. Together we cultivate presence, trust and the quiet wisdom that only a circle can reveal.","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
